MeetID,MeetPath,Date,MeetCountry,MeetState,MeetTown,MeetName
5292,spf/1638,23/04/2016,USA,PA,Allentown,Dawgs of War Powerlifting Championships
5293,spf/1701,28/01/2017,USA,AL,,Alabama State Powerlifting and Bench Press Championship
5294,spf/1702,28/01/2017,USA,AR,Russellville,Proving Ground Classic
5295,spf/1703,04/02/2017,USA,TN,Powell,Underbar Gym Barbell Classic
5296,spf/1704,04/02/2017,USA,MO,Kennett,Ultimate Fitness Full Power and Benchpress Challenge
5297,spf/1705,11/02/2017,USA,VA,Norfolk,Heart of a Lion 2017
5298,spf/1706,18/02/2017,USA,KY,Georgetown,Ultimate Powerlifting and Bench Press Championship
5299,spf/1707,11/03/2017,USA,,,Ironman Classic
5300,spf/1708,11/03/2017,USA,,,March Madness Meet
5301,spf/1709,11/03/2017,USA,TX,Corpus Christi,5th Annual Bar Benders on the Bay
5302,spf/1710,18/03/2017,USA,AL,,North Alabama Classic
5303,spf/1711,19/03/2017,USA,RI,Smithfield,2017 New England Multi Ply Open
5304,spf/1712,25/03/2017,USA,TN,Spring Hill,Spring Hill Classic
5305,spf/1713,25/03/2017,USA,AR,Little Rock,Little Rock Classic
5306,spf/1714,08/04/2017,USA,TN,Cleveland,Grit House Classic 2017
5307,spf/1715,01/04/2017,USA,SC,Myrtle Beach,Myrtle Beach Classic
5308,spf/1716,22/04/2017,USA,OH,Cincinatti,Womens Pro/Am
5309,spf/1717,29/04/2017,USA,FL,Daytona Beach,Daytona Beach Classic 2017
5310,spf/1718,29/04/2017,USA,AR,,2nd Annual Bordertown Bash
5311,spf/1719,27/05/2017,USA,AL,Sumiton,Mayfest
5312,spf/1720,21/05/2017,USA,RI,Smithfield,New England Raw Showdown
5313,spf/1721,03/06/2017,USA,TN,Gatlinburg,SPF Nationals 2017
5314,spf/1722,10/06/2017,USA,AR,,Powerlifting in Hell
5315,spf/1723,11/06/2017,USA,CA,Dublin,Summer Slam
5316,spf/1724,17/06/2017,USA,KY,,Kentucky Lift Inc.
5317,spf/1725,24/06/2017,USA,OK,,True Strength Classic
5318,spf/1726,03/06/2017,USA,NC,,North Carolina State Powerlifting Championship
5319,spf/1727,24/06/2017,USA,AL,Prattville,Prattville Powerlifting and Bench Press Classic
5320,spf/1728,15/07/2017,USA,TN,Spring Hill,Spring Hill Summer Bash
5321,spf/1729,24/06/2017,USA,VA,Norfolk,Summer Solstice
5322,spf/1730,08/07/2017,USA,TX,,Battle on the Bay
5323,spf/1731,23/07/2017,USA,RI,Smithfield,Summer Slam Push/Pull III
5324,spf/1732,05/08/2017,USA,OH,Blue Ash,Best of the Best Pro/Am
5325,spf/1733,12/08/2017,USA,NY,Bohemia,Summer Heat Championships
5326,spf/1734,26/08/2017,USA,KY,,Kentucky State Powerlifting and Bench Press Championship
5327,spf/1735,02/09/2017,USA,GA,Gray,Flex Classic
5328,spf/1736,26/08/2017,USA,MO,,Missouri Iron Expo
5329,spf/1737,09/09/2017,USA,,,Honoring the Fallen 2
5330,spf/1738,23/09/2017,USA,LA,,Louisiana State Championships
5331,spf/1739,23/09/2017,USA,AL,Huntsville,Rocket City Liftoff
5332,spf/1740,16/09/2017,USA,AR,Jonesboro,Arkansas Muscle Fall Championship
5333,spf/1741,07/10/2017,USA,AL,Prattville,Southeastern Powerlifting and Bench Press Championship
5334,spf/1742,21/10/2017,USA,FL,Daytona Beach,Irontoberfest
5335,spf/1743,28/10/2017,USA,TN,White House,Hollowed Bench Press or Deadlift Championship
5336,spf/1744,04/11/2017,USA,,,Record Breakers 2017
5337,spf/1745,04/11/2017,USA,,,Iron Maiden
5338,spf/1746,14/10/2017,USA,AL,,Bama Bash 2017
5339,spf/1747,14/10/2017,USA,MO,Springfield,4th Annual Beards and Bows
5340,spf/1748,28/10/2017,USA,VA,,Brute Strength Gym's Halloween Howl
5341,spf/1749,21/10/2017,USA,IL,Harrisburg,Monsters Bash Meet
5342,spf/1750,11/11/2017,USA,AR,Fayetteville,Blood Sweat Iron Veterans Battle At The Ozarks
5343,spf/1751,05/11/2017,USA,NH,,New Hampshire State Championships
5344,spf/1752,11/11/2017,USA,CA,Dublin,Reebok Record Breakers
5345,spf/1753,18/11/2017,USA,TN,Spring Hill,Spring Hill Winter Classic
5346,spf/1754,09/12/2017,USA,TN,Cleveland,Gritmas Classic
5347,spf/1755,07/10/2017,USA,AR,,Arkansas State Championships
5348,spf/1756,02/12/2017,USA,KY,,Kentucky Christmas Bash
5349,spf/1757,18/11/2017,USA,OH,Blue Ash,North of the Border
5350,spf/1758,02/12/2017,USA,GA,Loganville,Monster Mania Push/Pull
5351,spf/1759,16/12/2017,USA,,,Stella's End of the Year Christmas Event
5352,spf/1760,09/12/2017,USA,NC,,North Carolina State Winter Challenge
5353,spf/1761,27/01/2018,USA,AR,Russellville,Proving Ground Classic
5354,spf-archive/0006,28/07/2007,USA,GA,LaFayette,Georgia State Push/Pull Championship
5355,spf-archive/0007,08/09/2007,USA,,,Southeastern Raw/Open Bench Press Championship
5356,spf-archive/0008,06/10/2007,USA,TN,Gatlinburg,2007 World Powerlifting Championship
5357,spf-archive/0010,01/12/2007,USA,TN,Chattanooga,Record Breakers
5358,spf-archive/0011,01/03/2008,USA,KY,Mt. Washington,Kentucky State Powerlifting Championship
5359,spf-archive/0013,16/06/2007,USA,TN,Gatlinburg,National Powerlifting Championship
5360,spf-archive/0014,14/07/2007,USA,KY,,Kentuckiana Championships
5361,spf-archive/0015,19/05/2007,USA,,,Big Erv Invitational
5362,spf-archive/0016,28/04/2007,USA,TN,Chattanooga,Chattanooga Classic
5363,spf-archive/0017,10/03/2007,USA,AL,,Alabama State Push/Pull and Bench Press Championship
5364,spf-archive/0018,03/03/2007,USA,TN,,Tennessee State Powerlifting Championship
5365,spf-archive/0019,24/02/2007,USA,,,Power on the Mountain
5366,spf-archive/0020,10/02/2007,USA,,,Iron Chain Push/Pull Championship
5367,spf-archive/0025,10/11/2007,USA,AL,Hartford,Irontoberfest
5368,spf-archive/0027,26/01/2008,USA,AL,Hartford,Teenage Powerlifting Championship
5369,spf-archive/0028,03/11/2007,USA,TN,,Strongest in the South
5370,spf-archive/0029,23/02/2008,USA,TN,Chattanooga,Tennessee State Powerlifting Championship
5371,spf-archive/0030,07/06/2008,USA,TN,,National Powerlifting and Bench Press Championship
5372,spf-archive/0031,04/10/2008,USA,,,SPF/WBPLA World Championship
5373,spf-archive/0032,16/02/2008,USA,TN,Woodbury,Iron Chain Classic
5374,spf-archive/0033,02/02/2008,USA,AL,Gulf Shores,Alabama State Powerlifting Championship
5375,spf-archive/0034,26/04/2008,USA,FL,,Florida State Powerlifting Championship
5376,spf-archive/0038,29/11/2008,USA,TN,,Record Breakers
5377,spf-archive/0039,15/03/2008,USA,AL,Birmingham,Southeastern Regionals
5378,spf-archive/0040,10/05/2008,USA,TN,,Big Erv Invitational
5379,spf-archive/0041,19/07/2008,USA,AL,Tuscaloosa,Temple Gym Classic
5380,spf-archive/0042,18/10/2008,USA,GA,,North Georgia Push/Pull Classic
5381,spf-archive/0043,25/10/2008,USA,KY,,Kentuckiana
5382,spf-archive/0045,16/08/2008,USA,AR,Russellville,Arkansas State Championship
5383,spf-archive/0046,02/08/2008,USA,,,Emerald Coast Push/Pull Championship
5384,spf-archive/0047,13/09/2008,USA,TN,,East Tennessee Sports Expo
5385,spf-archive/0048,13/12/2008,USA,AR,,Strongest in the South
5386,spf-archive/0049,08/11/2008,USA,AL,,Irontoberfest
5387,spf-archive/0050,28/02/2009,USA,VA,Salem,Virginia State Push/Pull Championship
5388,spf-archive/0051,01/11/2008,USA,MS,Pascagoula,Mississippi State Powerlifting Championship
5389,spf-archive/0052,21/02/2009,USA,TN,Knoxsville,Tennessee State Powerlifting Championship
5390,spf-archive/0053,06/12/2008,USA,TN,Murfreesboro,Cell Block Classic
5391,spf-archive/0054,06/12/2008,USA,OH,,Ohio Raw Wars
5392,spf-archive/0055,23/05/2009,USA,TN,Nashville,SPF Nationals
5393,spf-archive/0056,03/10/2009,USA,,,SPF/WBPLA World Powerlifting and Bench Press Championship
5394,spf-archive/0057,21/03/2009,USA,GA,Trion,Georgia State Push/Pull Championship
5395,spf-archive/0059,29/08/2009,USA,,,Temple Gym Push/Pull Classic
5396,spf-archive/0060,06/12/2008,USA,,,Body by George Classic
5397,spf-archive/0061,14/03/2009,USA,AR,Russellville,Arkansas State Powerlifting Championship
5398,spf-archive/0063,21/11/2009,USA,AR,Russellville,Arkansas Christmas Classic
5399,spf-archive/0065,04/04/2009,USA,KY,,Kentucky State Powerlifting and Bench Press Championship
5400,spf-archive/0066,16/05/2009,USA,LA,St Francisville,Tri States Powerlifting Championship
5401,spf-archive/0067,07/03/2009,USA,AL,Albertville,Alabama State Championship
5402,spf-archive/0069,17/01/2009,USA,TN,Cookeville,Cookeville Classic
5403,spf-archive/0070,17/10/2009,USA,TN,Knoxville,East Tennessee Sports Expo
5404,spf-archive/0072,14/11/2009,USA,TN,Gatlinburg,Record Breakers
5405,spf-archive/0074,28/03/2009,USA,TN,Nashville,Ironman Classic
5406,spf-archive/0076,05/12/2009,USA,TN,Nashville,Cell Block Classic
5407,spf-archive/0077,28/02/2009,USA,TN,Manchester,Big Erv Invitational
5408,spf-archive/0078,20/06/2009,USA,TN,Cookeville,Middle Tennessee Powerlifting Championship
5409,spf-archive/0080,05/09/2009,USA,VA,Salem,The Battle in the Valley
5410,spf-archive/0081,25/07/2009,USA,AR,Russellville,Southeast Regionals
5411,spf-archive/0083,21/08/2009,USA,,,2009 PRO-AM
5412,spf-archive/0084,11/07/2009,USA,TN,Chattanooga,Women's Benefit Invitational
5413,spf-archive/0085,24/10/2009,USA,KY,Mt. Washington,Kentuckiana Powerlifting and Bench Press Championship
5414,spf-archive/0086,18/07/2009,USA,TN,Bolivar,West Tennessee Push/Pull Championship
5415,spf-archive/0087,08/08/2009,USA,MS,Hattiesburg,Mississippi State Championships
5416,spf-archive/0089,05/06/2010,USA,,,National Powerlifting and Bench Press Championship
5417,spf-archive/0090,02/10/2010,USA,,,SPF/WBPLA World Championship
5418,spf-archive/0091,20/08/2010,USA,,,2010 Powerstation Pro/Am
5419,spf-archive/0092,19/09/2009,USA,CA,Sacramento,POWER 'Stimulus Package' Raw Meet
5420,spf-archive/0094,06/02/2010,USA,AR,Rogers,Arkansas State Championship
5421,spf-archive/0095,13/02/2010,USA,TN,Nashville,Tennessee State Championship
5422,spf-archive/0096,06/03/2010,USA,TN,East Ridge,Ironman Classic
5423,spf-archive/0098,12/12/2009,USA,GA,,Body by George Mini Meet
5424,spf-archive/0099,20/02/2010,USA,VA,,Brute Strength Classic
5425,spf-archive/0101,20/03/2010,USA,TX,,Longhorn Classic
5426,spf-archive/0102,03/04/2010,USA,AL,,Southern Alabama Push/Pull Championship
5427,spf-archive/0103,01/05/2010,USA,AR,,Southeast Regionals
5428,spf-archive/0104,31/07/2010,USA,AR,,Strongest in the South
5429,spf-archive/0107,20/11/2010,USA,AR,,Arkansas Christmas Classic
5430,spf-archive/0108,13/11/2010,USA,,,Record Breakers
5431,spf-archive/0110,23/01/2010,USA,AL,Guntersville,Alabama State Championship
5432,spf-archive/0111,10/07/2010,USA,AR,,Battle of the States
5433,spf-archive/0113,20/12/2009,USA,,,Merry Freaken Christmas
5434,spf-archive/0114,27/03/2010,USA,,,Guerrilla Squad Barbell Classic
5435,spf-archive/0115,24/04/2010,USA,,,Iron House Classic
5436,spf-archive/0116,14/03/2010,USA,,,March Madness
5437,spf-archive/0118,10/04/2010,USA,NC,Ashville,The Carolina Classic Powerlifting Championship
5438,spf-archive/0119,08/05/2010,USA,SC,Chesney,Summerfest Push/Pull and Bench Press Championship
5439,spf-archive/0120,17/04/2010,USA,,,Southern Bench Press and Deadlift Championship
5440,spf-archive/0121,17/07/2010,USA,AL,,Southern Regional
5441,spf-archive/0123,23/05/2010,USA,CA,Sacramento,Super Training Powerlifting and Bench Press
5442,spf-archive/0124,17/04/2010,USA,,,Big Erv Classic
5443,spf-archive/0126,03/07/2010,USA,OH,Cincinnati,Sweatt Shop Bench Classic
5444,spf-archive/0127,23/10/2010,USA,AL,,Southern Alabama Powerlifting Championship
5445,spf-archive/0128,22/05/2010,USA,,,River City Push/Pull Championship
5446,spf-archive/0132,23/10/2010,USA,VA,,Brute Strength Gym Virginia Open
5447,spf-archive/0133,07/08/2010,USA,GA,,Georgia State Championship
5448,spf-archive/0134,06/11/2010,USA,TX,Dallas,Fall Madness
5449,spf-archive/0135,05/03/2011,USA,,,Ironman Classic
5450,spf-archive/0136,25/07/2010,USA,CA,,Bay Area 3-in-1
5451,spf-archive/0137,26/02/2011,USA,,,Ozark Mountain Classic
5452,spf-archive/0138,12/02/2011,USA,AL,,Alabama State Championship
5453,spf-archive/0139,09/07/2011,USA,,,Sweatt Shop Classic
5454,spf-archive/0142,03/10/2010,USA,,,Bash for the Cash
5455,spf-archive/0143,05/12/2010,USA,,,Luke Edwards Benefit Bash
5456,spf-archive/0145,07/11/2010,USA,CA,Sacramento,Women's Pro Open
5457,spf-archive/0146,06/11/2010,USA,CA,Sacramento,Fall Men's Open
5458,spf-archive/0147,14/05/2011,USA,KY,Richmond,Guerrilla Squad Barbell Classic
5459,spf-archive/0148,26/03/2011,USA,AR,,Arkansas State Championship
5460,spf-archive/0149,11/12/2010,USA,GA,,Body by George Mini Meet
5461,spf-archive/0150,20/11/2010,USA,,,Big Iron Open
5462,spf-archive/0151,29/01/2011,USA,TN,,Tennessee State Championship
5463,spf-archive/0152,17/06/2011,USA,,,SPF Nationals
5464,spf-archive/0153,07/05/2011,USA,AL,,Mayfest Powerlifting Championship
5465,spf-archive/0155,12/03/2011,USA,VA,,Brute Strength Gym Shamrock Powerlifting and Bench Press Meet
5466,spf-archive/0156,09/04/2011,USA,,,SPF QUEST FOR ULTIMATE GLORY
5467,spf-archive/0157,16/04/2011,USA,NC,,Carolina Classic Powerlifting Championship
5468,spf-archive/0158,02/04/2011,USA,GA,,Georgia State Championship
5469,spf-archive/0159,12/11/2011,USA,,,Record Breakers
5470,spf-archive/0160,17/09/2011,USA,,,SPF/WBPLA North American Powerlifting Championship
5471,spf-archive/0161,09/01/2011,USA,CA,,Bay Area 4-in-1 Meet
5472,spf-archive/0162,19/02/2011,USA,TX,,Longhorn Classic
5473,spf-archive/0163,09/04/2011,USA,SC,Myrtle Beach,North Myrtle Beach Classic
5474,spf-archive/0164,05/11/2011,USA,SC,,South Carolina State Championship
5475,spf-archive/0165,30/04/2011,USA,OH,,Ohio State Powerlifting and Bench Press Championship
5476,spf-archive/0167,06/11/2011,USA,CA,,Women's Pro/Am
5477,spf-archive/0169,26/03/2011,USA,SC,,Heavy Metal Thunder
5478,spf-archive/0171,16/04/2011,USA,,,Southern Open Bash on the Beach
5479,spf-archive/0172,20/08/2011,USA,OH,Cincinnati,2011 PowerStation Pro/Am
5480,spf-archive/0173,20/03/2011,USA,,,2011 SPF March Madness
5481,spf-archive/0174,10/12/2011,USA,,,Outlaw Powerlifting
5482,spf-archive/0175,05/02/2011,USA,TN,Woodbury,Ironchain Classic
5483,spf-archive/0176,07/05/2011,USA,TX,McKinney,Anderson Powerlifting Texas Shoot-Out
5484,spf-archive/0177,10/09/2011,USA,AL,,Southern Regionals
5485,spf-archive/0178,15/05/2011,USA,CA,Sacramento,2011 SPF California State Championships
5486,spf-archive/0180,18/02/2012,USA,TN,,Ironchain Push/Pull Classic
5487,spf-archive/0182,08/10/2011,USA,MT,,Montana State Championship
5488,spf-archive/0183,23/07/2011,USA,LA,,Louisiana State Championship
5489,spf-archive/0184,28/05/2011,USA,SC,,Raw VS Gear War
5490,spf-archive/0185,22/10/2011,USA,VA,,Brute's Halloween Howl
5491,spf-archive/0186,30/07/2011,USA,AR,,Northwest Arkansas Powerlifting Championship
5492,spf-archive/0187,29/10/2011,USA,AL,,Irontoberfest
5493,spf-archive/0188,16/07/2011,USA,FL,,North Florida Bench Press Shootout
5494,spf-archive/0189,02/10/2011,USA,CA,,So Cal Open Powerlifting Meet
5495,spf-archive/0190,28/01/2012,USA,TN,,Tennessee State Powerlifting and Bench Press Championship
5496,spf-archive/0191,04/12/2011,USA,,,North of the Border
5497,spf-archive/0193,19/05/2012,USA,TN,,Cell Block Classic
5498,spf-archive/0194,21/04/2012,USA,KY,,Guerrilla Squad Barbell Classic
5499,spf-archive/0195,24/07/2011,USA,CA,Pleasanton,4-in-1 Powerlifting Championship
5500,spf-archive/0196,15/10/2011,USA,WA,,Washington State Northwest Iron Wars
5501,spf-archive/0197,28/04/2012,USA,AR,,South Central Regional Powerlifting Meet
5502,spf-archive/0204,15/10/2011,USA,MS,,Mississippi State Powerlifting Championship
5503,spf-archive/0205,21/01/2012,USA,AR,,Proving Ground Classic
5504,spf-archive/0207,04/02/2012,USA,,,Bench Press Nationals
5505,spf-archive/0208,07/07/2012,USA,,,Sweatt Shop Bench Press Classic
5506,spf-archive/0209,05/11/2011,USA,,,2011 SPF Men's Fall Open 4-in-1
5507,spf-archive/0210,25/02/2012,USA,AL,,Alabama State Championship
5508,spf-archive/0212,17/12/2011,USA,GA,,Body by George Mini Meet
5509,spf-archive/0213,16/06/2012,USA,,,SPF Nationals
5510,spf-archive/0214,24/03/2012,USA,MO,,Fit Physique Classic
5511,spf-archive/0216,19/02/2012,USA,VA,Hampton,Brute Strength Sports Expo
5512,spf-archive/0217,14/04/2012,USA,VA,,Brute Strength Gym's Spring Powerlifting Meet
5513,spf-archive/0218,23/06/2012,USA,,,Ozark Mt. Classic
5514,spf-archive/0219,06/10/2012,USA,MT,,Montana State Championship
5515,spf-archive/0220,11/12/2011,USA,,,Santa Claus Classic
5516,spf-archive/0222,14/04/2012,USA,CA,Sacramento,Women's Pro/Am
5517,spf-archive/0223,07/04/2012,USA,TX,,Longhorn Classic
5518,spf-archive/0224,05/05/2012,USA,SC,Myrtle Beach,North Myrtle Beach Classic
5519,spf-archive/0225,28/04/2012,USA,FL,St George Island,Bash on the Beach
5520,spf-archive/0227,27/05/2012,USA,CA,,2012 SPF California State Championships
5521,spf-archive/0228,03/11/2012,USA,,,Men's Fall Open 4-in-1
5522,spf-archive/0229,04/11/2012,USA,OH,Cincinnati,2012 SPF Women's Pro-Am
5523,spf-archive/0230,14/04/2012,USA,FL,,1st Annual East Coast Powerlifting Championship
5524,spf-archive/0231,17/03/2012,USA,NC,,North Carolina State Powerlifting Championship
5525,spf-archive/0232,26/02/2012,USA,CA,Sacramento,2012 SPF Super Training Open
5526,spf-archive/0233,01/04/2012,USA,,,No Foolin' Powerlifting Open
5527,spf-archive/0237,28/07/2012,USA,GA,,Georgia State Powerlifting and Bench Press Championship
5528,spf-archive/0238,25/08/2012,USA,,,Powerstation Pro/Am
5529,spf-archive/0241,10/03/2012,USA,,,Ironman Classic Pro/Am
5530,spf-archive/0242,05/05/2012,USA,,,Steel World Bench Press or Deadlift
5531,spf-archive/0245,10/11/2012,USA,,,Record Breakers
5532,spf-archive/0248,12/05/2012,USA,OH,,Ohio State Powerlifting Champonship
5533,spf-archive/0249,01/12/2012,USA,,,North of the Border 2
5534,spf-archive/0253,04/08/2012,USA,NC,,SPF North Carolina Raw Pro-Am
5535,spf-archive/0258,26/01/2013,USA,SC,Myrtle Beach,Myrtle Beach Raw Powerlifting and Bench Press Pro/Am
5536,spf-archive/0259,11/02/2012,USA,NE,,Rick Hussey Memorial Meet
5537,spf-archive/0260,24/03/2012,USA,AL,,Lifting for a Miracle
5538,spf-archive/0261,02/03/2013,USA,OH,Cincinnati,SPF Ironman Classic Pro-Am
5539,spf-archive/0262,20/10/2012,USA,AR,,Arkansas State Powerlifting and Bench Press Championship
5540,spf-archive/0267,30/06/2012,USA,,,Saturday Night Live Powerlifting Meet
5541,spf-archive/0268,13/10/2012,USA,MS,Hattiesburg,Mississippi State Powerlifting Championships
5542,spf-archive/0269,27/10/2012,USA,VA,,Brute's Halloween Howl
5543,spf-archive/0271,08/12/2012,USA,NC,,Military Challenge
5544,spf-archive/0272,08/12/2012,USA,GA,,Body by George Mini Meet
5545,spf-archive/0273,16/03/2013,USA,,,Midwest Raw Pro/Am
5546,spf-archive/0274,16/02/2013,USA,IL,,Illinois State Powerlifting and Bench Press Championship
5547,spf-archive/0276,20/10/2012,USA,,,Bar Benders on the Bay
5548,spf-archive/0280,02/02/2013,USA,TN,,Tennessee State Powerlifting and Bench Press Championship
5549,spf-archive/0281,23/02/2013,USA,AL,,Alabama State Powerlifting and Bench Press Championship
5550,spf-archive/0282,15/12/2012,USA,MA,Boston,Boston Barbell Christmas Classic
5551,spf-archive/0283,06/04/2013,USA,,,Tri-State Powerlifting and Bench Press Championship
5552,spf-archive/0284,13/04/2013,USA,,,Women's Power Weekend
5553,spf-archive/0285,09/02/2013,USA,MO,,Strong Gym Classic
5554,spf-archive/0286,14/06/2013,USA,,,SPF/GPC National Powerlifting and Bench Press Championship
5555,spf-archive/0290,30/03/2013,USA,GA,,Ox Mover Lift
5556,spf-archive/0291,10/11/2012,USA,AL,,Strong Inc Power Challenge
5557,spf-archive/0292,27/04/2013,USA,TN,,Cell Block Classic
5558,spf-archive/0293,23/02/2013,USA,,,Aggressive Strength Powerlifting Meet
5559,spf-archive/0295,23/03/2013,USA,NC,,Spring Military Challenge
5560,spf-archive/0296,13/04/2013,USA,KY,,GSB/Iron Mafia Classic
5561,spf-archive/0297,13/04/2013,USA,,,Brute's Spring Powerlifting Meet
5562,spf-archive/0299,20/04/2013,USA,AL,,North Alabama Powerlifting and Bench Press Championship
5563,spf-archive/0300,28/09/2013,USA,SC,Myrtle Beach,North Myrtle Beach Classic
5564,spf-archive/0301,24/03/2013,USA,,,2013 March Madness Powerlifting Meet
5565,spf-archive/0302,19/05/2013,USA,CA,Sacramento,California State Championship
5566,spf-archive/0303,02/11/2013,USA,CA,Sacramento,Backyard Meet of the Century II
5567,spf-archive/0304,03/11/2013,USA,CA,Sacramento,Super Training Women's Pro Am
5568,spf-archive/0305,11/05/2013,USA,,,Steel World Full Power Meet
5569,spf-archive/0306,09/11/2013,USA,,,Record Breakers
5570,spf-archive/0309,10/08/2013,USA,GA,,Southeastern States
5571,spf-archive/0310,13/08/2013,USA,TN,,SPF Tennessee's Mini Pro-Am PL and BP Championship
5572,spf-archive/0311,27/04/2013,USA,,,Urban Strength and Fitness Invitational
5573,spf-archive/0312,13/04/2013,USA,TX,,Texas State Powerlifting Championship
5574,spf-archive/0313,01/06/2013,USA,NC,,Summer Military Challenge
5575,spf-archive/0314,06/07/2013,USA,KS,Kansas City,Kansas City Powerlifting and Bench Press Championship
5576,spf-archive/0316,25/05/2013,USA,OH,,Ohio State Powerlifting Championship
5577,spf-archive/0317,21/09/2013,USA,,,Tri-State Powerlifting and Bench Press Championship 2
5578,spf-archive/0318,09/06/2013,USA,MA,Boston,Summer Slam at Boston Barbell
5579,spf-archive/0319,07/12/2013,USA,GA,,15th Annual Body by George Mini Meet
5580,spf-archive/0320,12/04/2014,USA,,,Georgetown Classic
5581,spf-archive/0321,12/10/2013,USA,KY,,The Blue Grass Irontoberfest
5582,spf-archive/0322,08/03/2014,USA,,,Ironman Classic Pro/Am
5583,spf-archive/0323,26/10/2013,USA,MS,,Mississippi State Powerlifting Championships
5584,spf-archive/0325,07/12/2013,USA,,,North of the Border
5585,spf-archive/0328,21/09/2013,USA,TX,Humble,My Fit Foods Houston Open
5586,spf-archive/0329,23/11/2013,USA,TN,Memphis,South of the Border Mini Pro-Am 1
5587,spf-archive/0331,26/10/2013,USA,VA,Norfolk,Brute's Halloween Howl
5588,spf-archive/0332,01/02/2014,USA,TN,,Tennessee State Powerlifting Championship
5589,spf-archive/0333,25/01/2014,USA,AR,,Proving Ground Classic
5590,spf-archive/0334,07/09/2013,USA,NC,,Crystal Coast Strength
5591,spf-archive/0335,19/04/2014,USA,SC,,South Carolina Powerlifting and Bench Press Championship
5592,spf-archive/0338,18/01/2014,USA,NC,,Early Spring Military Challenge
5593,spf-archive/0339,26/10/2013,USA,MT,,Montana State Championship
5594,spf-archive/0340,22/02/2014,USA,,,No Regret No Surrender
5595,spf-archive/0341,15/03/2014,USA,VA,Norfolk,Shamrock Powerlifting and Bench Press
5596,spf-archive/0343,01/03/2014,USA,AL,,Alabama State Powerlifting and Bench Press Championship
5597,spf-archive/0344,12/07/2014,USA,AL,,Southeastern Powerlifting And Bench Press Championship
5598,spf-archive/0345,25/10/2014,USA,KY,,Irontoberfest Powerlifting and Bench Press Challenge
5599,spf-archive/0346,15/11/2014,USA,TN,Gatlinburg,Record Breakers
5600,spf-archive/0348,23/03/2014,USA,CA,,2014 SPF March Madness
5601,spf-archive/0349,01/06/2014,USA,,,CA State Powerlifting and Bench Press Championship
5602,spf-archive/0350,08/11/2014,USA,CA,Sacramento,Backyard Meet of the Century III
5603,spf-archive/0351,09/11/2014,USA,CA,Sacramento,Women's Pro/Am
5604,spf-archive/0352,08/02/2014,USA,MT,,Montana State Powerlifting and Bench Press Championship
5605,spf-archive/0353,12/04/2014,USA,,,Women's Power Weekend
5606,spf-archive/0354,06/12/2014,USA,OH,Cincinnati,North of the Border
5607,spf-archive/0355,26/04/2014,USA,,,Tri-State 3
5608,spf-archive/0356,15/03/2014,USA,IL,,Midwest Raw Pro/Am
5609,spf-archive/0357,23/03/2014,USA,MA,Boston,Real March Madness at Boston Barbell
5610,spf-archive/0358,01/03/2014,USA,IA,Windsor Heights,Nutri-Sport Fullpower Meet
5611,spf-archive/0359,10/05/2014,USA,MO,Kansas City,Kansas City Powerlifting and Bench Press Championship
5612,spf-archive/0360,05/04/2014,USA,GA,Warner Robbins,Mid-Georgia Mayhem
5613,spf-archive/0361,28/06/2014,USA,NY,Long Island,Gaglione Strength Strong Island Summer Showdown
5614,spf-archive/0362,16/08/2014,USA,NC,Newport,Summer Challenge
5615,spf-archive/0363,19/07/2014,USA,,,SPF Nationals
5616,spf-archive/0364,06/09/2014,USA,TN,Bristol,Iron Mayhem Classic
5617,spf-archive/0365,10/05/2014,USA,TX,,Texas State
5618,spf-archive/0366,02/08/2014,USA,MS,Moss Point,LADX2 Full Power And Bench
5619,spf-archive/0367,27/09/2014,USA,SC,Myrtle Beach,Myrtle Beach Classic
5620,spf-archive/0368,04/10/2014,USA,AR,,Arkansas State Powerlifting and Bench Press
5621,spf-archive/0369,22/11/2014,USA,TN,Cordova,South Of The Border Mini Pro/AM 2
5622,spf-archive/0370,13/09/2014,USA,,,Own the Day
5623,spf-archive/0373,14/06/2014,USA,KY,,Western Kentucky Powerlifting and Bench Press Championship
5624,spf-archive/0374,14/06/2014,USA,KY,,Braggin Rights Push/Pull
5625,spf-archive/0375,21/06/2014,USA,MO,Springfield,Midwest Fitcon
5626,spf-archive/0376,25/10/2014,USA,VA,Norfolk,Brutes SPF Halloween Howl
5627,spf-archive/0377,04/05/2014,USA,NJ,,Jersey Power Challenge
5628,spf-archive/0378,01/11/2014,USA,KY,,Fall Festival
5629,spf-archive/0379,31/01/2015,USA,AR,Russellville,Proving Ground Classic
5630,spf-archive/0381,13/12/2014,USA,GA,Loganville,Body By George Mini Meet
5631,spf-archive/0382,03/05/2014,USA,,,Summer Challenge
5632,spf-archive/0383,18/10/2014,USA,,,Beards and Bows Powerlifting and Bench Press Championships
5633,spf-archive/0384,11/10/2014,USA,AL,,Alabama State Powerlifting and Bench Press Championship
5634,spf-archive/0386,06/12/2014,USA,TN,Murfreesboro,Mecca Of Murfreesboro Powerlifting And Bench Press Championship
5635,spf-archive/0387,27/09/2014,USA,,,Rick Hussey Tribute Meet
5636,spf-archive/0388,13/12/2014,USA,MS,,Mississippi State Powerlifting and Bench Press Championship
5637,spf-archive/0389,06/12/2014,USA,,,Winter Challenge
